Product Name,Price ,Price per quantity,Image URL,Image Path,Category,Subcategory,Availability,Product URL,Review Count,Weight
Warburtons Sandwich Thins x6,£1.00,17p / ea,https://assets.sainsburys-groceries.co.uk/gol/7458366/1/2365x2365.jpg,images/Warburtons Sandwich Thins x6_7458366.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-sandwich-thins-x6,14,
Hovis Thick Sliced Best of Both Bread 750g,£1.15,15p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7649202/1/2365x2365.jpg,images/Hovis Thick Sliced Best of Both Bread 750g_7649202.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-best-of-both-thick-750g,6,
Hovis Tasty Medium Sliced Wholemeal Bread 400g,85p,21p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2754307/1/2365x2365.jpg,images/Hovis Tasty Medium Sliced Wholemeal Bread 400g_2754307.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-wholemeal-bread-400g,11,
Kingsmill Medium Sliced 50/50 Bread 400g,80p,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7554555/1/2365x2365.jpg,images/Kingsmill Medium Sliced 50_50 Bread 400g_7554555.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/kingsmill-50-50-bread-400g,7,
"Sainsbury's Sourdough Medium Sliced White Bread, Taste the Difference 400g",£1.50,38p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7820324/1/2365x2365.jpg,"images/Sainsbury's Sourdough Medium Sliced White Bread, Taste the Difference 400g_7820324.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-sourdough-bread--taste-the-difference-400g,0,
Sainsbury's Farmhouse White Bread 400g,80p,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539611/1/140x140.jpg,images/Sainsbury's Farmhouse White Bread 400g_6539611.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-farmhouse-white-bread-400g-6539611-p,13,
Sainsbury's Wholemeal Rustic Roll,30p,30p / ea,https://assets.sainsburys-groceries.co.uk/gol/7517291/1/2365x2365.jpg,images/Sainsbury's Wholemeal Rustic Roll_7517291.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-wholemeal-rustic-roll,7,
Warburtons Milk Roll Soft Medium Sliced White Bread 400g,£1.00,25p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2513140/1/2365x2365.jpg,images/Warburtons Milk Roll Soft Medium Sliced White Bread 400g_2513140.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-blackpool-milk-roll-400g,19,
Warburtons Thick Sliced Seeded Bread 800g,£1.60,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3463505/1/2365x2365.jpg,images/Warburtons Thick Sliced Seeded Bread 800g_3463505.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-batch-bread--seeded--large-800g,29,
Sainsbury's San Francisco Style Sourdough Taste the Difference 400g,£1.70,43p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7738662/1/2365x2365.jpg,images/Sainsbury's San Francisco Style Sourdough Taste the Difference 400g_7738662.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-san-francisco-style-sourdough-taste-the-difference-400g-7738662-p,40,
Hovis Granary Thick Sliced Bread 800g,£1.50,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3324684/1/2365x2365.jpg,images/Hovis Granary Thick Sliced Bread 800g_3324684.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-original-granary-bread--thick-sliced-800g,11,
Sainsbury's Farmhouse Loaf White Bread 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6504660/1/2365x2365.jpg,images/Sainsbury's Farmhouse Loaf White Bread 800g_6504660.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-farmhouse-loaf-white-bread-800g-6504660-p,24,
Warburtons Weight Watchers Soft Medium Sliced Danish Malted Bread 400g,£1.00,25p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2407296/1/2365x2365.jpg,images/Warburtons Weight Watchers Soft Medium Sliced Danish Malted Bread 400g_2407296.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/weight-watchers-malted-bread--danish-sliced-400g,9,
Sainsbury's White Baton,45p,45p / ea,https://assets.sainsburys-groceries.co.uk/gol/6540535/1/2365x2365.jpg,images/Sainsbury's White Baton_6540535.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-white-baton-6540535-p,11,
Warburtons Seeded Thick Sliced White Bread 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3304624/1/2365x2365.jpg,images/Warburtons Seeded Thick Sliced White Bread 400g_3304624.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-white-batch-bread--seeded-400g,7,
"Sainsbury's Sourdough Pave, Taste the Difference 400g",£1.70,43p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7715038/1/2365x2365.jpg,"images/Sainsbury's Sourdough Pave, Taste the Difference 400g_7715038.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-sough-dough--taste-the-difference-400g,35,
Warburtons Soft Farmhouse Medium Sliced Bread 400g,£1.00,25p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3375532/1/2365x2365.jpg,images/Warburtons Soft Farmhouse Medium Sliced Bread 400g_3375532.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-original-softwhite-loaf--farmhouse-400g,2,
Sainsbury's Sandwich Loaf White Bread 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539298/1/140x140.jpg,images/Sainsbury's Sandwich Loaf White Bread 800g_6539298.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-sandwich-loaf-white-bread-800g-6539298-p,26,
Hovis Nimble Medium Sliced Wholemeal Bread 400g,85p,21p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2283906/1/2365x2365.jpg,images/Hovis Nimble Medium Sliced Wholemeal Bread 400g_2283906.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-nimble-wholemeal-bread-400g,13,
Sainsbury's Wholemeal Bread SO Organic 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7559900/1/2365x2365.jpg,images/Sainsbury's Wholemeal Bread SO Organic 400g_7559900.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-wholemeal-bread-so-organic-400g-7559900-p,34,
Sainsbury's Toastie Thick Sliced White Bread 800g,55p,7p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7158190/1/2365x2365.jpg,images/Sainsbury's Toastie Thick Sliced White Bread 800g_7158190.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-toastie-extra-thick-sliced-white-bread-800g,13,
Warburtons Medium Sliced White Bread 400g,85p,21p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2682037/1/2365x2365.jpg,images/Warburtons Medium Sliced White Bread 400g_2682037.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-white-bread--medium-sliced-400g,6,
"Sainsbury's Thick Sliced Wholemeal Bread, SO Organic 800g",£1.45,18p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/1351613/1/2365x2365.jpg,"images/Sainsbury's Thick Sliced Wholemeal Bread, SO Organic 800g_1351613.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-wholemeal-bread--so-organic-800g,0,
Kingsmill Thick Sliced Wholemeal Bread 800g,95p,12p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6528116/1/2365x2365.jpg,images/Kingsmill Thick Sliced Wholemeal Bread 800g_6528116.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/kingsmill-tasty-wholemeal-bread--thick-800g,11,
Hovis Granary Thick Sliced Wholemeal Bread 800g,£1.50,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2412979/1/2365x2365.jpg,images/Hovis Granary Thick Sliced Wholemeal Bread 800g_2412979.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-wholemeal-seeded-granary-bread-800g,16,
Hovis Seed Sensations Seven Seeds Medium Sliced Seeded Bread 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7585546/1/2365x2365.jpg,images/Hovis Seed Sensations Seven Seeds Medium Sliced Seeded Bread 400g_7585546.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-seed-sensations-7-seeds-bread-400g,20,
Sainsbury's Giraffe Baguette (Tiger) 400g,85p,85p / ea,https://assets.sainsburys-groceries.co.uk/gol/6764864/1/2365x2365.jpg,images/Sainsbury's Giraffe Baguette (Tiger) 400g_6764864.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-giraffe-baguette-tiger-400g,25,
Sainsbury's Multiseed Loaf Taste the Difference 400g,£1.00,25p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6541238/1/2365x2365.jpg,images/Sainsbury's Multiseed Loaf Taste the Difference 400g_6541238.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-multiseed-loaf-taste-the-difference-400g-6541238-p,61,
Daily's Medium Sliced Wholemeal Bread 800g,45p,6p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6909870/1/2365x2365.jpg,images/Daily's Medium Sliced Wholemeal Bread 800g_6909870.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-medium-wholemeal-bread--basics-800g,0,
Sainsbury's Giraffe Bread (Tiger) 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539711/1/140x140.jpg,images/Sainsbury's Giraffe Bread (Tiger) 800g_6539711.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-giraffe-bread-tiger-800g,34,
Kingsmill Thick Sliced 50/50 Bread 800g,£1.00,13p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6528198/1/2365x2365.jpg,images/Kingsmill Thick Sliced 50_50 Bread 800g_6528198.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/kingsmill-50-50-bread--thick-800g,5,
Burgen Medium Sliced Soya & Linseed Bread 800g,£1.35,17p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3028063/1/2365x2365.jpg,images/Burgen Medium Sliced Soya & Linseed Bread 800g_3028063.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/burgen-soya---linseed-bread-800g,20,
Sainsbury's Giraffe Bread (Tiger) 400g,80p,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539745/1/2365x2365.jpg,images/Sainsbury's Giraffe Bread (Tiger) 400g_6539745.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-giraffe-bread-tiger-400g,32,
Sainsbury's Garlic Baguette x2 310g,80p,£2.37 / kg,https://assets.sainsburys-groceries.co.uk/gol/7760084/1/2365x2365.jpg,images/Sainsbury's Garlic Baguette x2 310g_7760084.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-garlic-baguette-x2-310g,9,
Daily's Medium Sliced White Bread 800g,45p,6p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/1048063/1/2365x2365.jpg,images/Daily's Medium Sliced White Bread 800g_1048063.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-white-sliced-bread--basics-800g,0,
Hovis Granary Thick Sliced Bread 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2753355/1/2365x2365.jpg,images/Hovis Granary Thick Sliced Bread 400g_2753355.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-original-granary-bread--half-loaf-400g,9,
Sainsbury's Kalamata Olive Bread Taste the Difference 400g,£1.70,43p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6767562/1/2365x2365.jpg,images/Sainsbury's Kalamata Olive Bread Taste the Difference 400g_6767562.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-kalamata-olive-bread-taste-the-difference-400g-6767562-p,40,
Allinson The Champion Medium Sliced Wholemeal Bread 650g,£1.25,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7844456/1/2365x2365.jpg,images/Allinson The Champion Medium Sliced Wholemeal Bread 650g_7844456.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/allinson-classic-wholemeal-bread-650g,21,
Rankin Selection Brown Soda Bread 400g,£1.30,33p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/4049173/1/2365x2365.jpg,images/Rankin Selection Brown Soda Bread 400g_4049173.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/rankin-selection-brown-soda-bread-400g,54,
Warburtons Lancashire's Thorough Bread Medium Sliced White Bread 800g,£1.55,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7913494/1/2365x2365.jpg,images/Warburtons Lancashire's Thorough Bread Medium Sliced White Bread 800g_7913494.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-lancashires-thorough-bread-medium-sliced-white-bread-800g,10,
Hovis Medium Sliced Wheatgerm Bread 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3147573/1/2365x2365.jpg,images/Hovis Medium Sliced Wheatgerm Bread 400g_3147573.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/hovis-wheatgerm-bread-400g,13,
Genius Gluten Free White Toastie Bread 500g,£2.00,40p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7854447/1/2365x2365.jpg,images/Genius Gluten Free White Toastie Bread 500g_7854447.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/genius-gluten-free-white-loaf-toastie--square-cut--500g,4,
"Sainsbury's Seeded Sourdough Loaf, Taste the Difference 400g",£1.50,38p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7972372/1/2365x2365.jpg,"images/Sainsbury's Seeded Sourdough Loaf, Taste the Difference 400g_7972372.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-seeded-sourdough-loaf-taste-the-difference-400g,0,
Sainsbury's Toastie Sliced White Bread 400g,50p,13p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7897125/1/2365x2365.jpg,images/Sainsbury's Toastie Sliced White Bread 400g_7897125.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-toastie-sliced-white-bread-400g,4,
"Warburtons Tiger Artisan Bloomer, Gluten Free 400g",£3.50,88p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7857744/1/2365x2365.jpg,"images/Warburtons Tiger Artisan Bloomer, Gluten Free 400g_7857744.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-tiger-artisan-bloomer--gluten-free-400g,20,
Warburtons Gluten Free White Bread Sourdough 400g,£3.50,88p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7746118/1/2365x2365.jpg,images/Warburtons Gluten Free White Bread Sourdough 400g_7746118.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/warburtons-gluten-free-white-sourdough-cob-400g,28,
Sainsbury's Sesame Seed Baguette 400g,85p,85p / ea,https://assets.sainsburys-groceries.co.uk/gol/6540454/1/2365x2365.jpg,images/Sainsbury's Sesame Seed Baguette 400g_6540454.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-sesame-seed-baguette-400g-6540454-p,0,
Sainsbury's White Bloomer 400g,80p,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7758262/1/2365x2365.jpg,images/Sainsbury's White Bloomer 400g_7758262.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/all-bread/sainsburys-white-bloomer-400g-7758262-p,6,
