Product Name,Price ,Price per quantity,Image URL,Image Path,Category,Subcategory,Availability,Product URL,Review Count,Weight
Kingsmill Soft Medium Sliced White Bread 800g,80p,10p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6528103/1/300x300.jpg,images/Kingsmill Soft Medium Sliced White Bread 800g_6528103.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,14,
Hovis Granary Medium Sliced Bread 800g,£1.50,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2362847/1/300x300.jpg,images/Hovis Granary Medium Sliced Bread 800g_2362847.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,10,
Sainsbury's Multiseed Loaf Taste Difference 800g,£1.35,17p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6504663/1/300x300.jpg,images/Sainsbury's Multiseed Loaf Taste Difference 800g_6504663.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,227,
Hovis Thick Sliced Wholemeal Bread 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2315386/1/300x300.jpg,images/Hovis Thick Sliced Wholemeal Bread 800g_2315386.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,17,
Kingsmill Medium Sliced Wholemeal Bread 800g,95p,12p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6528110/1/300x300.jpg,images/Kingsmill Medium Sliced Wholemeal Bread 800g_6528110.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,5,
Warburtons Toastie Thick Sliced White Bread 400g,85p,21p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2682112/1/300x300.jpg,images/Warburtons Toastie Thick Sliced White Bread 400g_2682112.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,13,
Sainsbury's Crusty White Baguette 400g,85p,85p / ea,https://assets.sainsburys-groceries.co.uk/gol/6540425/1/300x300.jpg,images/Sainsbury's Crusty White Baguette 400g_6540425.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,21,
Warburtons Medium Sliced Wholemeal Bread 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2046518/1/300x300.jpg,images/Warburtons Medium Sliced Wholemeal Bread 800g_2046518.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,17,
"Stamford Street Garlic Baguette, Basics x2 340g",64p,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/1254709/1/300x300.jpg,"images/Stamford Street Garlic Baguette, Basics x2 340g_1254709.jpg",All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,27,
Warburtons Lighter Medium Sliced Danish White Bread 400g,£1.00,25p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2682273/1/300x300.jpg,images/Warburtons Lighter Medium Sliced Danish White Bread 400g_2682273.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,6,
Warburtons Sandwich Thins x6,£1.00,17p / ea,https://assets.sainsburys-groceries.co.uk/gol/7458366/1/300x300.jpg,images/Warburtons Sandwich Thins x6_7458366.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,14,
Hovis Tasty Medium Sliced Wholemeal Bread 400g,85p,21p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2754307/1/300x300.jpg,images/Hovis Tasty Medium Sliced Wholemeal Bread 400g_2754307.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,11,
Hovis Thick Sliced Best of Both Bread 750g,£1.15,15p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/7649202/1/300x300.jpg,images/Hovis Thick Sliced Best of Both Bread 750g_7649202.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,6,
Sainsbury's All Butter Croissants x4,95p,24p / ea,https://assets.sainsburys-groceries.co.uk/gol/32360/1/300x300.jpg,images/Sainsbury's All Butter Croissants x4_32360.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,31,
Kingsmill Thick Sliced 50/50 Bread 800g,£1.00,13p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6528198/1/300x300.jpg,images/Kingsmill Thick Sliced 50_50 Bread 800g_6528198.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,5,
Sainsbury's Giraffe Bread (Tiger) 400g,80p,20p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539745/1/300x300.jpg,images/Sainsbury's Giraffe Bread (Tiger) 400g_6539745.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,32,
Hovis Granary Thick Sliced Bread 800g,£1.50,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/3324684/1/300x300.jpg,images/Hovis Granary Thick Sliced Bread 800g_3324684.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,11,
Sainsbury's Giraffe Bread (Tiger) 800g,£1.10,14p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/6539711/1/300x300.jpg,images/Sainsbury's Giraffe Bread (Tiger) 800g_6539711.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,34,
Hovis Granary Thick Sliced Bread 400g,95p,24p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2753355/1/300x300.jpg,images/Hovis Granary Thick Sliced Bread 400g_2753355.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,9,
Hovis Granary Thick Sliced Wholemeal Bread 800g,£1.50,19p / 100 g,https://assets.sainsburys-groceries.co.uk/gol/2412979/1/300x300.jpg,images/Hovis Granary Thick Sliced Wholemeal Bread 800g_2412979.jpg,All bread,Bakery > Bread > All bread,Yes,https://www.sainsburys.co.uk/webapp/wcs/stores/servlet/CategoryDisplay?storeId=10151&langId=44&krypto=tOD1Oblbz%2B5Uwt92RaBkG%2Fna3ipwZS6dQ0l7y8pW4gvdBITe4aZHoPVTVZm8W%2FF1zo3ZqOLpsEinr86N5wlFIjCD8YD0dVT%2Fiv785NzoCyTQW%2Fy33sN1ocq9G23bau8YUBCsZ0r0VRgaHTHf3zHqSOPCN9w0V0AP1XbnFjyHb4g%3D&ddkey=https%3Agb%2Fgroceries%2Fbakery%2Fall-bread,16,
